"League","Team","Matches","Wins","Draws","Losses","Points","Expected Points","Goals For","Goals Against","Goal Difference","Avg Age","Possession %","Goals p90","xG p90","Shots p90","Shot Accuracy %","Crosses p90","Dribbles p90","Touches in Box p90","xG Against p90","Goals Against p90","Shots Against p90","Defensive Duels p90","Defensive Duels Won %","Aerial Duels p90","Aerial Duels Won %","PPDA","Passes p90","Pass Accuracy %","Through Passes p90","Passes to Final Third p90","Passes to Final Third Acc %","Long Passes p90","Long Pass Accuracy %","Progressive Passes p90","Progressive Runs p90"
"England 4","Stockport County","49","23","14","12","82","88.2","67","39","28","32.2","53.7","1.22","1.4","10.65","35.6","18.36","18.87","16.28","0.85","0.73","7.62","58.91","66.9","67.81","51.4","8.03","328.78","75","5.21","57.09","57.1","58.4","51.6","72.33","11.63"
"England 4","Bradford City","48","21","16","11","79","65.1","62","44","18","28.3","52.9","1.16","1.13","9.85","36.4","15.68","24.63","15.08","1.17","0.86","9.42","62.55","66.1","61.73","50.3","8.06","358.15","78.1","4.52","52.12","60.7","55.58","52.2","74.4","11.98"
"England 4","Mansfield Town","46","21","12","13","75","77.6","72","55","17","31.7","51.7","1.41","1.38","11.19","33.8","17.34","20.2","17.93","0.96","1.08","7.98","62.9","65.1","64.51","48.2","7.69","326.96","76.2","4.74","52.22","59.5","49.54","50.4","69.84","11.87"
"England 4","Crawley Town","46","11","13","22","46","49","48","71","-23","26","50.9","0.95","0.96","7.9","34.3","12.44","23.44","12.87","1.42","1.4","11.73","64.53","64.3","54.7","43.1","9.28","325.98","75","5.98","51.24","55.1","49.3","47.5","65.52","11.55"
"England 4","Northampton Town","46","23","14","9","83","68.1","62","42","20","28","50.6","1.22","1.11","9.76","38.4","12.94","21.13","13.13","0.93","0.82","8.06","58.33","64","64.52","45.5","7.79","298.36","72.7","6.04","53.23","52.8","58.39","46.7","67.38","7.98"
"England 4","Hartlepool United","46","9","16","21","43","43.4","52","78","-26","29.9","50.5","1.03","0.9","8.76","33.3","13.31","20.92","13.43","1.57","1.55","11.19","60.98","63.5","61.95","44.8","9.22","327.49","75.6","4.3","52.82","59.3","56.98","51","72.76","10.08"
"England 4","Tranmere Rovers","46","15","13","18","58","59.3","45","48","-3","28.8","49.9","0.9","1.02","9.07","33.8","14.62","18.09","12.48","1.14","0.96","9.53","62.74","67","70.72","41.9","9.69","336.77","75.3","3.99","54.94","60.3","58.37","54.6","77.02","10.51"
"England 4","Rochdale","46","9","11","26","38","51.8","46","70","-24","30.2","49.8","0.91","0.95","7.85","34.9","11.15","20.66","11.82","1.26","1.38","10.97","62.12","62.6","53.16","45.9","10.38","327.01","76.4","5.92","50.89","57.7","53.46","49.5","69.79","10.04"
"England 4","Grimsby Town","46","16","13","17","61","65.1","49","56","-7","29.5","49.2","0.98","1.24","10.22","37.6","14.23","20.5","14.8","1.16","1.12","9.23","65.91","61.9","65.63","49.1","7.2","302.24","71.9","5.38","52.74","56.4","52.14","52.4","72.29","10.2"
"England 4","Doncaster Rovers","46","16","7","23","55","55","46","65","-19","28.9","49","0.9","0.95","8.34","30.6","10.15","21.74","12.5","1.21","1.28","10.6","57.52","63.9","53.09","41.4","10.95","326.07","76","5.95","50.14","55.5","51.69","47.4","66.39","12.11"
"England 4","Crewe Alexandra","46","14","16","16","58","47.7","48","60","-12","26.5","48.7","0.95","0.94","8.16","32.6","12.05","24.53","10.82","1.43","1.19","11.65","64.27","62.9","60.6","43.7","9.95","314.03","75.7","5.64","49.09","56.4","57.41","51.3","67.85","10.58"
"England 4","AFC Wimbledon","46","11","15","20","48","62.2","48","60","-12","28.1","48.2","0.94","1.06","8.89","32.5","13.24","18.9","12.39","1.12","1.18","8.63","62.21","65.4","66.83","43.7","8.86","278.89","73.6","4.46","50.41","56.1","56.53","51.6","66.24","9.01"
"England 4","Walsall","46","12","19","15","55","62.8","46","49","-3","29.1","48.1","0.91","1.04","9.08","34.8","13.07","20.74","14.19","0.96","0.97","9.63","63.59","66.1","64.91","44","7.59","252.95","70.8","4.46","49.95","55.6","51.08","50.9","63.65","10.89"
"England 4","Stevenage","46","24","13","9","85","80.9","61","39","22","30.3","48","1.21","1.34","11.18","35","15.21","18.26","16.99","0.82","0.77","6.78","58.61","64.7","79.64","49","7.49","259.38","69.1","6.67","58.77","54.4","60.57","51.2","66.58","6.75"
"England 4","Harrogate Town","46","12","16","18","52","53.4","59","68","-9","31.2","47.6","1.17","1.09","8.81","40.4","10.55","21.13","12.82","1.39","1.35","12.06","67.66","64.6","72.99","47.1","9.92","314.82","73.8","4.47","55","54.5","57.12","49.7","69.39","9.96"
"England 4","Newport County","46","14","15","17","57","72","53","56","-3","29.9","47.3","1.04","1.27","10.39","32.8","14.27","19.16","15.95","1.02","1.1","8.81","67.5","66.4","71.15","47.8","7.6","258.7","68.4","3.73","53.53","53.7","57.06","49.3","65.93","8.1"
"England 4","Sutton United","46","15","13","18","58","70","46","58","-12","30.9","47.2","0.91","1.2","9.57","32.4","12.89","21.32","15.39","0.98","1.14","8.74","56.78","64","78.04","47","8.13","245.66","71","3.45","48.57","56.2","51.14","50.8","61.62","8.78"
"England 4","Carlisle United","49","21","17","11","82","80","68","45","23","28.8","47.2","1.25","1.24","9.77","36.7","12.12","20.1","13.2","0.84","0.84","9.05","66.21","64.8","68.89","46.1","8.82","272.18","70.1","4.19","56.4","54.9","54.95","48.6","65.21","8.7"
"England 4","Gillingham","46","14","13","19","55","58.8","36","49","-13","33.4","46.5","0.72","0.86","7.76","34.9","11.84","17.41","13.79","0.98","0.98","9.67","62.18","63.9","72.81","45","8.46","267.73","71.8","4.97","49.87","57","56.59","53.7","66.06","7"
"England 4","Colchester United","46","12","13","21","49","58","44","51","-7","29.7","46.4","0.85","1.02","8.12","37","12.41","22.87","12.66","1.18","0.99","9.46","56.21","63.8","62.98","45.1","9.61","261.78","72.2","4.79","47.74","53.8","54.84","52.2","61.06","9.13"
"England 4","Barrow","46","18","8","20","62","66.1","47","53","-6","30.5","45","0.93","1.03","8.98","34.3","14.25","20.19","13.16","0.95","1.05","8.25","61.24","64.2","67.97","47","9.86","270.49","71","3.79","51.97","56.6","55.13","52.3","67.13","9.16"
"England 4","Swindon Town","48","23","11","14","80","68.8","79","56","23","28","59.5","1.49","1.36","12.3","37.4","13.5","27.72","17.56","1.28","1.06","9.9","56.5","61.1","40.13","44.2","8.73","423.54","82.9","7.81","53.94","62.9","48.96","52.5","73.38","17.99"
"England 4","Bristol Rovers","46","23","11","12","80","56.7","71","49","22","29.6","55.7","1.4","1.19","11.2","37.6","12.17","27.29","15.31","1.32","0.97","9.86","55.83","61","54.25","47.1","8.19","345.9","78.1","5.69","55.83","58.4","52.34","49.4","70.09","13.43"
"England 4","Forest Green Rovers","46","23","15","8","84","85.5","75","44","31","29.3","54.1","1.49","1.61","11.42","39.7","17.28","29.72","17.02","0.85","0.87","8.68","59.81","62.2","53.07","47.6","8.35","338.21","78.2","4.17","50.77","63.2","47.81","54","73.37","15.37"
"England 4","Rochdale","46","12","17","17","53","67.1","51","59","-8","29.2","53.8","1.02","1.34","10.52","33.3","14.53","21.82","17.69","1.25","1.18","10.06","60.21","61.9","53.04","48.2","10.24","386.46","79.7","6.89","56.41","59.7","52.86","50.7","76.13","13.61"
"England 4","Exeter City","46","23","15","8","84","81","65","41","24","28.9","51.9","1.3","1.46","11.44","39.4","16.43","26.28","18.03","0.92","0.82","8.31","57.65","64.3","73.49","45.4","8.02","321.94","73.7","6.73","59.95","59.1","54.52","51.9","74.9","12.42"
"England 4","Barrow","46","10","14","22","44","63.6","44","57","-13","32","51.6","0.87","1.07","9.49","31","14.32","21.34","12.35","1.02","1.13","10.28","56.35","62","55.86","44.1","9.33","311.54","77.1","4.22","53.27","60.5","53.75","54.3","66.85","11.31"
"England 4","Leyton Orient","46","14","16","16","58","65.1","62","47","15","29.1","51.6","1.24","1.1","9.18","36.6","13.85","20.47","12.99","0.98","0.94","8.52","57.19","63.8","68.39","51.4","9.17","316.22","73.9","6.12","54.26","53","59.23","50.8","70.45","9.24"
"England 4","Walsall","46","14","12","20","54","57.5","47","60","-13","30.1","51","0.94","1","9.87","33.1","12.63","27.74","13.13","1.2","1.18","9.45","61.5","63.1","54.66","45.2","8.23","300.42","74.4","6.04","55.18","56","55.92","50.7","67.91","11.59"
"England 4","Salford City","46","19","13","14","70","62.7","60","46","14","32.2","50.8","1.19","1.25","10.15","35.9","15.44","21.97","14.67","1.26","0.92","10.47","61.55","62.9","66.9","49","9.16","336.16","76.7","6.25","55.44","59.2","58.92","52.9","71.26","9.43"
"England 4","Newport County","46","19","12","15","69","70.3","67","58","9","31.4","50.7","1.33","1.32","11.47","39.2","16.56","21.58","16.31","1.05","1.15","9.88","61.82","62.7","61.29","42.6","10.17","337.99","76.4","5.69","54.13","54.8","53.97","48","69.72","13.46"
"England 4","Tranmere Rovers","46","21","12","13","75","62.8","53","40","13","33.4","50.7","1.05","1.09","9.96","31.5","14.89","22.13","12.92","1.13","0.8","9.98","63.94","62.4","64.27","46.9","8.71","330.2","76.3","4.37","56","59.3","53.4","55.1","71.65","10.42"
"England 4","Hartlepool United","46","14","12","20","54","52.6","44","64","-20","30.3","50.6","0.89","0.89","8.97","32.7","13.52","23.18","13.5","1.15","1.29","10.22","66.66","64.4","56.7","44.1","11.28","351.87","77.3","4.39","52.35","58.5","53.8","50.1","72.07","12.92"
"England 4","Harrogate Town","46","14","11","21","53","60.8","64","75","-11","30.6","50","1.28","1.28","10.26","40","12.65","23.51","13.77","1.38","1.5","11.06","61.72","63.7","72.88","48.7","8.19","325.98","75.2","4.37","55.44","58","55.78","51.1","70.3","10.76"
"England 4","Mansfield Town","49","24","11","14","83","70","70","56","14","31.8","49.5","1.3","1.2","10.47","35.5","15.95","19.51","16.1","1.09","1.04","8.96","66.76","61.6","64.8","49.6","7.94","314.89","73.9","4.69","51.25","56.3","50.41","48.3","70.92","10.77"
"England 4","Port Vale","49","24","12","13","84","79.7","72","48","24","32.1","49.4","1.34","1.17","9.64","36","14.53","23.58","15.27","0.83","0.89","8.44","61","63.7","65.55","50.1","8.5","311.49","74.6","5.61","56.18","56.7","55.33","50.4","67.46","11.24"
"England 4","Northampton Town","48","23","11","14","80","74.4","61","41","20","30","48.3","1.16","1.14","9.51","33.3","13.68","20.92","13.64","0.85","0.78","8.23","60.04","64.4","77.99","51.8","8.19","276.94","71.9","5.66","52.92","54.5","59.11","51.7","67.74","8.82"
"England 4","Bradford City","46","14","16","16","58","67.6","53","55","-2","29.2","48.3","1.06","1.25","11.41","32.5","15.46","23.03","16.73","1.06","1.1","10.55","66.77","60.6","70.24","47.8","9.1","323.78","77.9","4.69","53.09","64.3","53.37","56.1","71.37","10.29"
"England 4","Oldham Athletic","46","9","11","26","38","50.1","46","75","-29","30.7","47.7","0.92","0.97","9.12","33.6","14.36","23.86","12.21","1.44","1.49","11.87","62.52","60.8","55.78","45.2","10.45","306.94","74.9","4.64","50.27","54.4","53.37","47","65.42","11.31"
"England 4","Colchester United","46","14","13","19","55","54.3","48","60","-12","31.8","46.5","0.96","1.06","9.26","35.1","13.63","23.27","13.55","1.35","1.2","11.02","60.05","58.7","55.22","46.7","10.87","302.19","73.5","6.27","54.48","52.2","58.55","46.5","64.86","10.68"
"England 4","Crawley Town","46","17","10","19","61","58.4","56","66","-10","32.6","46.1","1.12","1.05","9.6","33.6","14.28","20.3","15.56","1.22","1.31","10.74","67.05","62.8","66.59","45.1","9.33","301.39","72.7","6.24","61","57.5","66.35","54.5","76.41","9.26"
"England 4","Carlisle United","46","14","11","21","53","51.5","39","62","-23","30","45.7","0.78","1.03","10.03","32.6","12.59","22.8","12.91","1.4","1.24","11.49","65.88","62.4","65.15","43.5","9.43","288.29","72.5","6.42","52.56","52.1","55.07","47.1","67.34","9.95"
"England 4","Stevenage","46","11","14","21","47","57.6","45","68","-23","31.6","45.5","0.9","1.05","9.72","32.6","13.71","19.54","14.97","1.25","1.36","11.64","60.7","62.5","63.39","45.8","10.33","313.83","74.6","6.07","57.76","56","60.32","51.6","71.1","7.68"
"England 4","Scunthorpe United","46","4","14","28","26","40","29","90","-61","26.7","45.2","0.58","0.87","7.86","32.6","11.92","18.38","10.78","1.75","1.8","13.64","76.04","61.1","62.73","42.3","8.56","287.74","73","4.98","53.53","54.9","59.09","51","68.6","8.1"
"England 4","Sutton United","46","22","10","14","76","71.9","69","53","16","31.3","45.2","1.38","1.43","10.68","34.8","10.56","22.5","13.89","1.19","1.06","10.72","60.84","63.4","76.97","49.4","9.42","245.83","70","3.79","50.72","53.8","55.81","51","62.95","8.76"
